t,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ
23872916,0.01,-0.40,1.00,0.85,0.32,-25.40,36.61,-0.71,-24.74
23921662,-0.04,-0.52,1.00,1.46,0.20,-29.55,36.23,-0.44,-24.11
23972542,-0.02,-0.09,1.01,6.89,-0.17,-14.66,36.96,0.13,-25.39
24021487,0.09,0.25,1.02,6.40,-0.54,8.59,36.91,0.34,-25.65
24071410,0.07,0.51,1.01,9.39,-0.78,16.10,37.10,0.60,-26.53
24121648,-0.01,0.44,1.01,1.09,-0.17,25.20,37.88,-1.20,-25.81
24171892,-0.00,-0.02,0.98,-4.83,0.32,5.91,38.21,-2.09,-27.33
24222195,-0.01,-0.07,1.00,-3.30,-1.15,-2.64,37.62,-1.21,-27.06
24270965,-0.01,-0.04,1.00,0.66,0.93,-0.62,37.51,-0.63,-26.00
24321644,-0.00,-0.04,1.00,3.47,0.75,0.54,37.04,-0.89,-26.78
24371487,0.00,-0.07,1.02,4.57,1.60,2.12,37.24,-1.06,-25.74
24420519,0.04,-0.42,1.01,-0.74,5.26,8.90,37.30,-0.85,-26.34
24471207,-0.01,-0.39,1.03,-7.76,7.46,1.21,37.17,-0.62,-26.43
24521670,0.04,-0.35,1.03,-13.99,2.52,-5.02,37.13,-0.73,-26.78
24570328,0.01,-0.17,1.00,-11.85,-2.55,0.72,37.07,-0.13,-27.92
24620415,-0.01,0.04,0.91,7.44,-13.05,8.78,36.84,-1.00,-28.23
24670518,0.04,0.44,1.03,35.70,4.77,5.24,37.60,0.57,-28.74
24720315,0.03,0.43,1.08,21.48,-29.53,-2.82,36.52,0.90,-29.28
24770296,-0.01,0.34,1.08,4.57,23.45,0.84,36.66,0.92,-29.10
24820049,-0.01,0.35,1.01,-19.91,21.44,3.35,37.37,0.82,-28.45
24869895,-0.01,0.27,0.97,-17.77,24.31,8.53,37.65,0.22,-29.57
24919940,0.07,0.28,0.94,-17.89,-3.34,6.52,37.99,-0.89,-27.16
24970261,-0.05,-0.11,1.05,-34.43,-22.32,7.74,37.22,-2.59,-27.06
25019568,0.06,-0.15,0.91,-13.86,-0.17,-0.32,36.80,-3.08,-26.49
25069197,-0.00,-0.23,0.98,-13.74,-22.02,-3.86,36.94,-3.81,-27.34
25118565,0.01,-0.34,1.01,24.28,10.70,8.11,36.95,-3.52,-26.42
25169108,0.05,-0.20,1.04,11.53,8.25,-3.19,37.24,-2.67,-25.83
25219656,0.05,-0.13,1.03,12.32,0.75,-2.15,36.67,-2.86,-25.57
25268327,0.01,-0.02,1.01,12.44,-8.23,-0.26,37.05,-2.45,-25.85
25318888,-0.03,-0.10,1.00,-4.46,-18.78,4.32,36.11,-1.95,-26.16
25367895,-0.04,-0.18,1.04,9.88,15.33,-3.73,37.02,-1.94,-25.81
25418164,-0.03,-0.32,1.06,-0.56,-7.62,-3.73,36.68,-2.06,-26.53
25467645,-0.01,-0.32,1.00,2.80,-18.30,-2.94,36.23,-2.17,-27.84
25517915,-0.01,-0.38,0.99,-12.28,38.77,-0.99,36.90,-1.89,-28.02
25568369,0.06,-0.09,1.02,6.46,42.49,1.64,38.20,-2.32,-27.19
25618379,0.09,0.25,1.00,23.18,51.10,4.38,39.56,-0.60,-26.86
25667975,0.12,0.38,0.99,10.12,-22.45,-7.95,39.77,-0.68,-27.23
25717186,0.03,0.46,1.03,15.49,-44.30,-5.69,39.22,-0.90,-28.92
25767930,0.03,0.26,1.00,-22.16,-3.89,4.32,38.99,-1.10,-29.02
25816695,0.01,0.34,0.95,-10.51,16.62,7.62,39.21,-1.57,-29.42
25867050,-0.01,0.40,0.91,-16.85,-8.47,-4.59,39.71,-2.19,-28.82
25917521,0.07,0.26,0.98,-8.31,-18.60,-18.32,38.27,-2.15,-28.09
25966261,0.01,0.16,1.04,-8.13,-28.92,-13.56,37.11,-1.18,-27.86
26016468,-0.00,-0.33,1.01,-28.51,-26.05,5.91,36.15,-2.26,-27.37
26066949,0.01,-0.43,0.95,5.85,-5.66,4.38,36.10,-2.87,-25.43
26117159,-0.02,-0.34,1.12,-11.24,13.14,5.91,35.24,-3.16,-25.31
26165803,0.03,-0.17,1.03,8.23,30.41,8.17,36.38,-3.28,-25.56
26215938,-0.02,-0.05,1.01,5.00,16.49,3.65,36.63,-2.25,-25.76
26266112,-0.12,0.00,0.96,18.61,-6.70,4.14,36.99,-2.21,-25.44
26316314,-0.28,0.09,1.00,0.05,3.25,-0.99,36.58,-2.14,-25.57
26365238,-0.29,-0.01,1.04,2.98,-10.12,-9.96,37.15,-2.00,-26.40
26416248,-0.23,-0.04,1.07,10.98,-19.21,-8.98,37.17,-2.48,-28.67
26464987,-0.11,-0.04,1.00,1.21,-37.03,-21.43,36.46,-2.29,-29.37
26515258,0.02,-0.01,1.01,0.91,-11.46,-25.04,35.71,-2.08,-29.80
26565541,0.07,0.00,0.99,-6.42,-6.27,-28.33,36.40,-1.71,-29.66
26615861,0.17,-0.03,1.03,-5.20,12.40,-10.45,36.54,-2.05,-30.25
26664767,0.22,-0.03,1.02,0.36,10.39,-2.64,36.73,-1.89,-30.33
26714957,0.28,-0.01,1.02,5.55,-3.16,-3.12,36.67,-1.77,-29.70
26763958,0.22,-0.02,1.00,-0.19,-2.31,3.28,36.91,-2.05,-31.02
26814237,0.24,0.02,1.01,-1.72,1.78,9.69,36.71,-2.34,-30.53
26864785,0.17,-0.04,1.02,-5.32,15.21,17.81,37.13,-2.22,-31.10
26914653,0.01,0.03,0.97,4.57,14.85,28.61,36.82,-2.54,-29.38
26964300,-0.20,-0.01,0.95,0.48,11.12,31.79,36.44,-2.37,-28.69
27013500,-0.37,0.00,1.02,-1.29,1.78,18.36,36.52,-2.80,-26.95
27062966,-0.29,-0.04,1.06,-1.23,-0.29,6.15,36.68,-3.42,-26.56
27113569,-0.25,-0.01,0.99,6.89,-8.59,-5.14,35.91,-3.22,-27.32
27162697,-0.07,-0.02,0.96,6.40,9.60,-4.28,36.60,-2.08,-26.79
27213265,0.05,-0.01,1.02,-2.27,17.65,-11.24,36.66,-2.38,-26.16
27262218,0.17,-0.03,1.08,0.97,-1.21,-6.30,37.05,-2.28,-26.99
27312552,0.25,-0.03,1.06,1.46,-0.47,-5.02,36.77,-2.84,-26.62
27362835,0.37,-0.00,1.11,-5.14,30.04,-8.62,36.43,-2.20,-25.15
27411658,0.22,-0.02,0.99,-4.95,42.62,-3.43,36.65,-0.94,-23.35
27461777,0.11,0.00,1.00,-3.73,29.43,-7.27,36.01,0.95,-20.81
27512099,-0.12,-0.08,0.90,-1.41,-2.98,23.98,33.74,2.04,-18.31
27562716,-0.16,0.04,0.92,-0.50,-21.65,15.25,31.38,3.91,-15.42
27612372,-0.27,0.06,1.03,0.42,-1.57,15.31,30.11,5.13,-13.28
27661646,-0.08,0.08,1.04,1.46,27.30,10.97,30.41,5.57,-11.89
27710996,-0.22,0.02,1.04,3.65,12.16,-1.17,30.19,5.42,-11.62
27761564,-0.22,0.01,1.04,-0.13,-5.36,4.20,31.29,4.61,-12.32
27811614,-0.19,0.06,1.04,-21.43,-27.15,16.10,32.70,1.18,-16.59
27861771,-0.08,-0.07,0.99,-3.37,-31.85,-6.48,34.84,-1.81,-20.91
27910566,0.21,0.07,1.02,10.61,-31.17,-29.13,35.67,-2.80,-24.24
27960689,0.23,0.00,0.91,22.09,-33.86,-19.48,35.33,-2.64,-25.92
28010524,0.39,-0.03,0.99,8.54,31.08,-3.37,36.36,-2.38,-27.23
28060368,0.17,-0.06,1.07,7.99,1.48,-2.09,36.35,-2.01,-27.25
28110192,0.08,0.01,1.12,10.73,-11.28,11.34,36.40,-2.78,-27.72
28160091,0.00,-0.09,1.00,2.62,-24.77,7.86,35.91,-1.99,-28.04
28210033,-0.08,0.02,0.99,6.03,-23.67,-4.77,35.01,-2.01,-28.28
28259168,-0.10,-0.01,1.00,-0.92,-1.88,-2.51,34.88,-1.65,-28.55
28309619,-0.08,-0.03,1.00,5.06,23.70,-9.04,35.51,-1.31,-27.36
28360286,-0.08,-0.06,1.01,3.04,13.93,-14.05,35.44,-0.60,-28.36
28409128,-0.08,-0.05,1.00,3.10,0.87,-8.62,35.56,-0.76,-27.92
28459506,-0.06,-0.03,1.00,-2.02,1.17,-7.46,35.89,-0.10,-27.49
28509709,-0.03,-0.04,0.99,-3.00,9.41,-8.01,36.40,0.18,-26.70
28558327,-0.02,-0.04,1.00,-0.07,5.20,-7.52,36.25,-0.21,-27.76
28608897,-0.03,-0.01,0.99,5.73,4.35,-2.03,36.16,-0.40,-27.99
28659271,-0.02,-0.02,1.02,-5.26,2.09,-7.95,37.30,0.32,-27.77
28708028,-0.01,-0.05,1.02,-4.71,0.99,-9.29,36.35,-0.21,-27.10
28758673,-0.02,-0.03,1.05,-10.69,0.69,4.08,37.06,-0.37,-26.92
28807765,-0.01,-0.03,1.00,1.46,1.60,12.93,36.57,-1.35,-26.75
28858077,0.01,-0.00,1.06,-24.54,7.34,12.87,36.39,-1.54,-27.48
28908088,-0.00,0.02,0.99,-18.14,-6.21,16.47,36.79,-2.65,-26.76
28957832,-0.02,0.09,0.95,-8.92,-8.78,6.28,35.63,-2.69,-26.75
29007471,-0.06,0.03,1.04,-118.05,-12.99,22.69,35.08,-5.86,-25.73
29058314,0.10,0.42,1.05,-248.36,74.23,1.70,35.22,-10.56,-21.55
29107059,-0.13,0.53,0.76,-307.02,-40.09,-18.75,35.25,-17.26,-16.38
29157792,0.03,0.76,0.64,-157.97,-0.60,-16.19,35.25,-19.56,-10.40
29206893,0.04,0.67,0.50,-121.83,8.68,-19.73,34.80,-20.57,-7.40
29257261,0.01,0.89,0.44,-82.16,37.67,8.66,35.52,-21.56,-3.56
29305930,0.08,1.01,0.43,-37.48,74.84,2.86,35.44,-21.68,-2.27
29356342,0.07,0.90,0.44,-18.56,33.40,10.12,36.16,-23.24,0.04
29406422,0.12,1.02,0.31,-22.04,22.84,15.67,36.63,-23.36,0.65
29456822,0.06,0.80,0.28,-14.72,9.29,-0.13,37.34,-24.28,0.32
29505685,0.10,1.14,0.49,22.94,-5.85,20.01,36.00,-23.50,-0.04
29556160,0.01,0.83,0.27,4.14,6.18,-43.83,35.07,-22.01,-0.34
29606295,0.11,0.88,0.41,-39.19,-17.99,-51.83,37.46,-22.33,0.07
29655411,0.24,0.97,0.27,-55.25,-64.81,-156.69,40.78,-20.70,-0.23
29706406,0.32,0.92,0.31,-30.77,-89.34,-191.17,44.92,-17.30,-1.32
29755531,0.41,0.75,0.19,21.23,-61.08,-133.74,48.51,-14.09,-2.43
29805946,0.47,0.67,0.26,-1.84,3.25,-61.66,49.94,-12.32,-3.26
29854770,0.53,0.67,0.27,25.93,20.22,-3.98,50.73,-12.10,-3.21
29905004,0.54,0.66,0.35,13.54,29.74,19.64,51.49,-13.75,-2.39
29955227,0.56,0.77,0.37,0.97,-9.69,17.20,51.35,-13.21,-3.26
30004150,0.54,0.83,0.34,6.64,-17.63,38.20,50.94,-14.54,-4.24
30054386,0.49,1.06,0.36,4.20,-23.18,10.18,49.34,-13.98,-3.69
30104682,0.50,1.26,0.45,-18.38,-10.24,6.76,48.77,-13.62,-4.24
30153526,0.51,1.25,0.41,-42.18,24.79,-4.59,49.12,-14.58,-3.60
30203823,0.48,1.06,0.26,-54.15,30.71,-8.37,51.17,-15.27,-0.95
30254136,0.43,0.88,0.23,-57.44,9.54,7.37,52.31,-16.31,0.45
30303653,0.52,0.63,0.22,-47.92,-45.21,-6.24,52.91,-16.78,1.62
30352843,0.35,0.52,0.23,-38.28,-30.14,-24.06,54.00,-15.45,1.38
30403347,0.47,0.37,0.21,-25.77,-1.08,-5.75,54.77,-15.99,1.46
30453586,0.45,0.31,0.16,-10.08,1.05,0.48,55.51,-16.72,2.82
30503760,0.50,0.39,0.15,0.97,3.92,0.72,55.70,-16.64,3.15
30552320,0.48,0.44,0.15,14.40,1.72,1.94,55.18,-16.56,1.73
30602740,0.47,0.48,0.10,23.43,7.16,2.80,55.00,-16.42,0.87
30653003,0.48,0.57,0.20,31.18,-7.37,9.75,54.04,-16.83,1.25
30703282,0.33,0.61,0.35,45.58,2.88,26.29,52.87,-17.41,-0.29
30751934,0.41,0.74,0.21,43.45,7.46,33.37,52.71,-18.53,-1.09
30802506,0.41,1.04,0.20,57.30,-7.19,8.66,50.78,-16.92,-2.40
30851406,0.43,1.20,0.27,43.20,-11.09,35.69,49.71,-18.21,-4.36
30902032,0.38,1.28,0.37,31.42,-14.33,19.28,48.17,-17.63,-4.93
30951183,0.43,1.22,0.40,7.86,15.03,22.82,48.34,-17.71,-5.11
31000921,0.32,1.01,0.37,-3.37,2.88,31.06,47.38,-17.42,-5.08
31051991,0.29,0.92,0.34,-5.26,31.57,59.13,46.03,-18.12,-4.37
31100930,0.18,0.89,0.21,16.96,43.23,190.60,40.83,-19.15,-3.72
31150922,-0.01,0.73,0.47,48.88,36.94,301.50,32.89,-24.38,-3.92
31201579,-0.28,0.85,0.55,-11.12,21.68,192.01,25.98,-27.40,-3.82
31250850,-0.24,0.84,0.31,-36.32,84.36,49.30,22.60,-26.10,-2.50
31301019,-0.36,0.89,0.24,-4.22,7.16,28.61,21.52,-25.16,-3.11
31350200,-0.43,0.86,0.40,14.70,-10.79,-16.12,21.58,-25.18,-2.58
31400927,-0.32,0.86,0.40,10.49,6.48,-9.17,22.07,-25.21,-3.37
31449854,-0.28,0.88,0.41,17.75,-10.67,-4.47,22.60,-24.84,-3.63
31500334,-0.29,1.12,0.48,-9.04,0.81,22.45,21.98,-25.32,-3.76
31550427,-0.46,1.34,0.41,-11.97,-30.87,32.34,20.76,-25.49,-2.61
31599992,-0.44,1.25,0.41,-42.00,-78.23,40.58,18.93,-26.18,-1.77
31650543,-0.50,1.12,0.23,-70.20,-45.34,49.12,16.44,-27.40,1.12
31699284,-0.50,0.76,0.20,-46.27,-15.86,40.21,14.81,-28.00,3.25
31749685,-0.49,0.63,0.18,-52.80,-7.55,5.85,14.14,-28.71,4.43
31800025,-0.44,0.53,0.15,-35.04,-24.95,3.47,13.28,-28.20,6.10
31848689,-0.50,0.44,0.10,-19.60,-21.29,-14.54,13.32,-28.06,9.01
31899080,-0.39,0.46,0.07,-3.91,37.06,-3.61,14.14,-28.44,8.03
31949084,-0.45,0.50,0.10,8.78,26.20,-7.82,14.23,-28.33,7.82
31999224,-0.38,0.44,0.10,7.99,53.66,-14.23,14.78,-29.28,7.29
32049012,-0.36,0.45,0.18,17.63,-3.83,-39.62,15.36,-29.85,5.97
32098918,-0.42,0.45,0.37,14.95,-39.66,-38.95,18.54,-30.74,6.54
32149121,-0.38,0.62,0.21,21.72,-19.15,-46.03,21.31,-31.64,5.73
32198771,-0.36,0.78,0.10,40.70,7.83,-82.29,23.65,-31.64,3.20
32247448,-0.09,0.92,0.24,45.95,12.34,-113.66,27.21,-30.26,1.62
32298408,0.08,1.39,0.10,34.66,-59.25,-131.54,34.20,-29.80,1.17
32348332,0.00,1.40,0.25,73.48,-76.95,-64.89,35.99,-26.38,-1.65
32398367,0.05,1.44,0.42,17.51,30.71,-19.60,37.65,-26.55,-2.81
32447032,0.07,1.03,0.32,-7.15,41.82,-29.19,37.99,-24.74,-2.23
32496968,0.10,1.01,0.32,-1.11,26.20,21.72,39.73,-25.83,-1.33
32546810,0.01,0.81,0.36,7.86,-6.03,17.63,39.34,-26.92,-0.52
32596723,0.01,1.00,0.38,-0.44,12.89,5.36,39.00,-26.21,-1.12
32646623,0.04,0.91,0.34,-1.60,3.49,-2.76,39.06,-25.93,-1.05
32696646,0.02,0.92,0.34,1.70,-17.14,3.28,38.64,-26.17,-0.95
32746534,-0.02,0.88,0.27,-3.91,-5.97,-0.99,38.06,-25.67,-1.25
32796576,0.01,0.92,0.33,1.94,3.74,2.86,38.34,-25.57,-2.53
32846725,-0.00,0.93,0.33,-3.85,1.72,-3.37,37.92,-25.72,-1.86
32896362,0.01,0.91,0.33,0.85,-15.92,-3.67,38.65,-25.39,-1.67
32945503,0.02,0.92,0.37,-2.08,-8.71,-23.14,38.88,-24.62,-2.03
32996111,0.15,0.96,0.41,-10.69,-13.78,-95.17,40.58,-23.94,-2.42
33046438,0.17,0.88,0.28,-33.39,-29.95,-148.33,43.82,-20.90,-1.84
33095290,0.25,0.85,0.16,-17.59,43.96,-144.24,47.44,-18.10,-1.50
33146032,0.43,0.78,0.30,-18.38,33.95,-100.17,49.01,-14.48,0.73
33195946,0.53,0.76,0.20,31.42,22.41,-55.25,52.12,-13.77,0.65
33246129,0.52,0.72,0.30,-12.76,-7.43,-46.03,52.33,-11.79,-0.24
33294930,0.59,0.75,0.28,-2.14,-16.40,-26.68,52.26,-10.89,-0.76
33345033,0.55,0.71,0.23,8.90,-34.71,-8.43,53.03,-10.66,-1.75
33395418,0.57,0.74,0.27,-2.69,-6.76,0.29,53.13,-10.99,-0.73
33444286,0.71,0.89,0.32,7.25,-18.60,-3.98,52.81,-11.94,-2.92
33494680,0.88,1.13,0.38,-10.93,-16.22,-9.53,53.69,-11.66,-2.05
33544538,0.86,1.06,0.31,-24.73,3.00,-16.06,53.10,-12.13,-2.70
33595168,0.73,0.97,0.30,-31.56,27.11,-7.82,54.52,-13.17,-1.59
33643878,0.74,0.74,0.28,-29.00,-7.31,-5.44,54.49,-13.20,-1.97
33694057,0.52,0.73,0.23,-34.86,-32.21,-7.27,55.96,-13.20,-1.27
33744382,0.51,0.69,0.19,-32.85,-5.60,-17.77,56.16,-12.81,-0.42
33793234,0.23,0.55,0.54,-23.57,38.65,-11.73,58.50,-13.55,0.96
33843490,0.38,0.44,0.16,-21.49,19.73,9.14,58.86,-12.98,2.36
33893773,0.32,0.31,0.12,-10.99,1.85,4.87,59.41,-14.33,2.84
33943845,0.35,0.34,0.04,-8.49,14.85,4.63,58.59,-13.34,2.62
33992652,0.28,0.31,0.02,3.35,10.57,8.05,58.20,-13.95,3.74
34042737,0.42,0.59,0.07,28.74,12.53,-6.24,57.82,-13.53,2.91
34092749,0.52,0.61,0.27,21.29,9.78,9.94,58.65,-14.92,2.69
34142944,0.58,0.70,0.16,23.98,3.37,2.73,57.98,-15.73,2.71
34192809,0.63,0.74,0.19,34.84,-18.78,-3.43,56.59,-14.76,0.99
34242162,0.66,0.84,0.20,38.99,-3.95,5.18,55.40,-13.84,0.60
34292831,0.70,0.77,0.23,33.93,-16.83,21.47,55.15,-14.54,-0.61
34341572,0.65,0.91,0.21,33.44,-28.18,14.39,53.93,-13.93,-2.53
34391774,0.65,0.80,0.35,26.60,11.61,42.65,53.30,-16.02,-2.36
34442062,0.68,0.97,0.40,26.11,-7.37,18.67,52.99,-14.94,-2.51
34492085,0.67,0.98,0.42,8.90,-2.00,33.98,52.20,-15.80,-3.96
34542378,0.50,0.90,0.37,7.44,-6.82,40.21,51.92,-16.60,-3.71
34591281,0.40,0.80,0.35,-6.66,-2.24,24.40,50.61,-17.40,-4.24
34641581,0.47,0.84,0.28,-5.75,7.28,52.78,49.13,-17.04,-3.41
34690556,0.24,0.65,0.36,26.30,12.28,99.60,45.21,-16.98,-4.60
34740919,0.16,0.88,0.33,-8.49,-19.64,178.70,41.54,-20.35,-4.35
34791242,-0.07,0.87,0.39,-3.67,-16.65,223.19,35.30,-23.74,-4.60
34840865,-0.08,0.99,0.35,11.89,25.04,143.91,31.10,-26.39,-3.66
34890136,-0.44,0.56,0.52,-1.05,-13.78,227.53,24.30,-26.37,-4.59
34940892,-0.38,0.91,0.77,-39.50,7.83,89.16,19.25,-25.96,-4.20
34990013,-0.50,0.49,0.05,13.66,-1.76,157.70,15.30,-24.85,-2.05
35040214,-0.68,0.77,0.67,-15.57,2.09,98.32,11.15,-23.28,-2.36
35089225,-0.63,0.58,0.31,-23.75,-22.14,25.20,7.78,-21.81,-1.45
35139410,-0.73,0.56,0.40,10.25,-11.46,1.64,8.47,-22.69,-1.59
35189889,-0.67,0.57,0.35,4.63,1.60,0.17,8.86,-22.46,-2.14
35240194,-0.78,0.61,0.31,2.92,-18.97,-23.39,8.73,-22.71,-0.46
35288693,-0.84,0.74,0.31,-16.85,18.14,-13.93,9.31,-22.39,-1.67
35339338,-0.93,0.96,0.33,21.17,-8.23,-25.10,10.21,-23.28,-1.71
35388362,-0.93,1.02,0.38,-21.43,-26.66,-18.14,9.50,-23.35,-0.63
35439082,-0.88,0.94,0.21,-27.84,-53.33,-15.03,8.84,-24.00,0.67
35487851,-0.82,0.77,0.23,-35.10,-64.62,-37.67,8.83,-24.98,2.59
35537797,-0.66,0.58,0.15,-44.87,-46.62,-30.41,9.58,-25.93,5.74
35588526,-0.54,0.60,0.11,-47.68,-1.27,-15.94,9.99,-26.05,6.18
35638835,-0.38,0.45,0.06,-20.70,-13.84,-9.66,10.96,-26.76,7.92
35687322,-0.43,0.39,0.04,-6.97,-27.76,-5.14,11.36,-27.19,8.74
35737826,-0.41,0.40,-0.02,-6.11,18.14,6.58,11.91,-27.69,8.75
35788256,-0.36,0.43,0.04,-1.11,44.69,2.49,11.38,-27.47,9.00
35838321,-0.37,0.44,0.07,17.20,9.11,-2.03,11.21,-27.08,8.17
35887102,-0.38,0.43,0.03,21.60,-8.59,2.80,12.06,-28.23,7.26
35936983,-0.45,0.46,0.14,31.67,-18.78,-11.43,12.29,-27.67,5.20
35987610,-0.59,0.52,0.08,41.19,-14.15,1.33,12.02,-28.28,5.91
36037715,-0.54,0.79,0.15,28.74,70.08,-16.67,11.78,-27.51,3.53
36087269,-0.66,0.96,0.18,39.60,34.62,-0.81,13.46,-27.55,2.23
36136653,-0.80,1.05,0.17,45.58,34.93,30.32,13.24,-27.01,0.60
36186330,-0.79,1.16,0.32,35.51,7.89,-5.93,13.32,-25.79,-1.56
36237255,-0.74,0.97,0.26,22.09,-15.67,-9.66,13.49,-25.26,-1.35
36286637,-0.68,0.90,0.27,7.25,2.58,1.88,13.43,-24.77,-2.91
36337018,-0.61,0.78,0.30,-6.84,12.71,-7.64,13.56,-23.49,-2.64
36386119,-0.52,0.66,0.36,-5.87,15.64,-3.00,12.88,-23.63,-2.78
36436323,-0.50,0.65,0.31,1.40,4.65,1.64,13.21,-23.72,-2.44
36486430,-0.54,0.72,0.36,0.05,-0.96,-2.64,13.40,-23.50,-1.31
36535073,-0.55,0.73,0.33,-19.17,-10.67,-4.71,13.13,-23.62,-1.54
36585892,-0.61,0.81,0.22,-7.27,-20.62,-11.73,13.56,-23.44,-1.88
36634874,-0.59,0.78,0.13,-6.48,2.58,-19.66,14.49,-23.91,-1.18
36685228,-0.57,0.90,0.20,-32.42,13.69,-53.36,17.27,-25.17,-0.77
36735593,-0.50,1.02,0.10,-34.55,-2.92,-130.63,20.94,-27.33,1.70
36784946,-0.31,0.91,0.03,9.21,-32.40,-173.96,26.88,-28.23,0.67
36834126,-0.15,0.88,-0.09,-4.40,-15.98,-126.78,31.62,-27.09,1.23
36885224,0.00,0.94,0.28,6.03,24.73,-81.37,34.62,-27.82,1.78
36933755,0.03,0.91,0.04,-16.73,-9.81,-86.25,37.02,-26.49,2.58
36984219,0.08,0.92,0.27,3.53,1.36,-13.56,37.61,-25.85,2.47
37034196,0.07,0.81,0.44,-12.28,45.79,-28.58,38.32,-26.03,4.16
37084474,0.10,0.89,0.52,-2.21,36.39,-12.89,39.20,-25.32,3.81
37134368,0.15,0.88,0.45,-3.18,24.92,-2.15,40.47,-25.79,4.94
37183021,0.17,0.87,0.51,7.56,27.54,23.06,39.05,-26.01,5.43
37233389,0.15,0.92,0.42,-0.86,-13.35,29.41,38.77,-27.08,5.00
37283671,0.09,0.86,0.37,10.43,-64.19,27.03,38.01,-27.04,4.03
37333619,-0.04,0.89,0.32,0.85,-28.98,16.77,36.60,-26.22,2.97
37383447,0.03,0.91,0.26,-3.12,24.43,27.33,35.85,-27.32,3.37
37432824,-0.00,0.87,0.34,-0.92,21.25,21.53,35.55,-27.45,3.45
37482046,0.03,0.99,0.29,7.07,21.86,12.50,34.92,-27.15,3.20
37533137,-0.00,0.77,0.10,9.51,-13.47,11.65,36.18,-27.56,2.95
37583036,0.03,1.07,-0.18,30.57,-15.67,-9.53,36.01,-26.66,0.32
37631391,0.11,0.95,-0.22,67.62,-16.04,13.17,35.47,-25.38,0.28
37681255,0.01,1.43,-0.21,12.20,38.71,-40.66,35.28,-24.89,-2.12
37732014,-0.08,0.87,0.38,74.52,3.98,32.58,34.33,-24.28,-4.21
37781822,-0.20,0.77,0.42,25.63,25.40,1.88,33.48,-23.18,-4.86
37831569,-0.07,0.70,0.40,33.99,-8.35,-3.37,34.17,-22.90,-6.58
37881643,-0.10,0.93,0.59,21.35,-1.15,-27.72,35.47,-22.41,-5.91
37931811,-0.04,0.89,0.46,14.82,-5.54,-10.20,35.90,-21.68,-7.54
37980430,-0.08,0.83,0.60,18.18,-5.66,-7.03,35.95,-21.83,-6.15
38030564,-0.04,0.86,0.56,15.49,-14.82,1.03,35.77,-21.53,-8.26
38080907,-0.07,0.71,0.63,35.76,-5.91,5.60,35.39,-21.03,-9.30
38130454,-0.03,0.86,0.67,57.73,-20.92,23.43,35.71,-20.89,-11.21
38181197,-0.14,0.52,0.55,75.86,-47.04,35.21,33.46,-19.59,-15.15
38229677,-0.08,0.69,0.58,81.11,-31.66,24.34,32.23,-19.06,-16.54
38279885,-0.15,0.51,0.66,79.03,-19.76,32.09,30.88,-17.26,-18.90
38330057,-0.15,0.52,0.76,82.69,10.51,19.70,30.51,-15.83,-20.62
38380233,-0.18,0.45,0.83,46.38,9.84,13.54,30.80,-14.44,-21.14
38428983,-0.51,0.77,1.28,63.35,1.36,20.62,30.24,-13.50,-22.46
38479324,-0.18,0.27,0.89,78.79,-17.87,31.24,29.80,-11.27,-23.67
38529567,-0.23,0.21,1.01,32.89,12.77,4.99,30.26,-10.40,-24.87
38579816,-0.21,0.29,0.92,5.42,-1.39,-8.43,30.46,-9.39,-25.32
38628558,-0.21,0.29,0.91,28.49,10.51,-6.85,30.90,-9.58,-24.45